item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Gracias a Winn-Dixie / Because of Winn-Dixie (Spanish Edition)","Kate DiCamillo",Kate,DiCamillo,9788427932654,8427932650,"Una niña de 10 años llamada India Opal Bulloni acaba de mudarse a un parque de casas rodantes en la pequeña ciudad de Naomi, Florida, con su padre, conocido como El Predicador porque predica en la iglesia local. Mientras está en el supermercado, Opal ve a un perro desaliñado destrozando la tienda y decide llevarlo a casa, nombrándolo Winn-Dixie como la cadena de supermercados. Miss Franny Block, una bibliotecaria, comparte grandes historias sobre su pasado, incluida una sobre su bisabuelo, cuyos familiares murieron mientras él luchaba por el Sur en la Guerra Civil. Inventó los caramelos Littmus Lozenge, que sabían a cerveza de raíz y fresa pero incluían un ingrediente secreto: la melancolía.",NOGUER,2011-06-30,,"grandes lectores",,,148,,,813,PZ7.D5455,,759856873,,,,,,,,,,,,,2019-06-11,1
book,"Harry Potter 6: Harry Potter y el misterio del principe / Harry Potter and the Half-Blood Prince (Spanish Edition)","J. K. Rowling",J.,Rowling,9788478889969,8478889965,"Mientras Harry se enfrenta a su próximo quinto año en la Academia Hogwarts, hay cada vez más rumores de que se avecinan tiempos oscuros y del regreso de Lord Voldemort al poder, y una sociedad secreta anti-Voldemort, La Orden del Fénix, comienza a reunirse nuevamente.","Salamandra Publicacions Y Edicions",2006-02-28,"Harry Potter","harry potter, harry potter 6, jóvenes lectores, novela juvenil, series",,,602,,,823.914,PR6068.O93,2008408465,879285858,,,,,,,,,,,,,2019-06-11,1
book,"Niño que nadaba con pirañas, El","David Almond",David,Almond,9786071612687,6071612683,,"Fondo de Cultura Económica",2010-01-01,,"grandes lectores","Stanley Potts tiene un corazón de oro. Quizás por eso se solidariza tanto con los pececitos dorados que subastan en la feria, hasta el punto de que hace lo imposible por llevárselos a casa. Aunque llamar casa al lugar en el que vive es ser un poco optimista.",,,,,823.92,PZ7.A448,,855858817,,,,,,,,,,,,,2019-06-11,1
book,"La decisión de Ricardo","Vivian Mansour Manzur, Laura Pacheco Torres",Vivian,Manzur,9786071639936,607163993X,"En los últimos meses, mientras sus papás libran una batalla en casa, Ricardo enfrenta sus propias batallas: ¿deberá obligar a su amiga Joana a pagar la apuesta con la que él conseguirá pasar el año escolar?, ¿cambiarán las cosas ahora que sus mejores amigos se hicieron novios?, ¿conseguirá que su hermano Martín deje de tratarlo como si fuera un niño y salga de su burbuja darketa? y, más difícil aún, ¿logrará que sus papás decidan volver a estar juntos? Ante cada una de estas situaciones, Ricardo se ve obligado a tomar una decisión. Sin embargo, al intentar resolver sus problemas, siempre se mete en nuevos aprietos; por fortuna, sus amigos y su ingenio siempre lo ayudan a salir de ellos.","Fondo de Cultura Económica",2016-07-13,,"grandes lectores",,,128,,,,PZ73.M232,,969920139,,,,,,,,,,,,,2019-06-11,1
book,"El Te de Tornillo Del Profesor Ziper","Juan Villoro",Juan,Villoro,9786071647979,6071647975,"Lucio, Alex's older brother, has been missing for twelve years and there's no news about him. Until one day, an unknown old man visits Alex to inform him that his brother is trapped in the Island of the Immortal, where time doesn't go by. Alex decides to start a journey to rescue him, but he looks for Ziper, the only scientist capable of winning a competition against time. Will they find the correct antidote?","Fondo de Cultura Economica USA",2017-03-01,,"grandes lectores","¿Te imaginas estar atrapado en el mismo instante? En esta novela, el profesor Zíper intentará ganarle una competencia al tiempo. Se trata de una novela de aventuras, sumamente ágil, donde Lucio, el hermano mayor de Alex, lleva doce años desaparecido y nadie tiene noticias de él. Hasta que un día, un extraño anciano se presenta en la Tintorería Espacial, el negocio familiar que Alex atiende, para informarle que su hermano se encuentra atrapado en la Isla de los Inmortales, un lugar remoto donde el tiempo nunca pasa. El anciano le revela también que la única manera de salir de esta isla es comiendo el fruto del tiempo, el cual provoca que quien lo coma viva todas sus edades en una semana, hasta la muerte. El joven tintorero decide emprender un viaje para rescatar a su hermano, pero antes busca la ayuda de Dignísimus Zíper, el único científico capaz de preparar un antídoto para contrarrestar los efectos del tiempo inmóvil.",,,,,,PQ7298.32.I55,,1007850794,,,,,,,,,,,,,2019-06-11,1
book,"Sin salida","Mimi McCoy, Nuria Molinero",Mimi,McCoy,9780545239868,0545239869,"Casey Slater no puede creer la mala suerte que tiene. En lugar de pasar unas vacaciones de verano perfects, como lo había planeado, terminó en un pueblo remoto donde sus padres decidieron remodelar una casa vieja casi en ruinas y algo tenebrosa.",,2010-01-01,,"grandes lectores",,,187,,,,,,811345034,,,,,,,,,,,,,2019-06-11,1
book,"El principito (Spanish)","Antoine de Saint-Exupéry",Antoine,Saint-Exupéry,9780156013925,0156013924,"En 2000, Harcourt reeditó con orgullo la obra maestra de Antoine de Saint-Exupéry, El Principito, en un nuevo y brillante formato. Recientemente traducido por el poeta ganador del Premio Pulitzer Richard Howard, este clásico atemporal fue acogido por críticos y lectores de todo el país por su pureza y belleza de expresión. Y la obra de arte amada de Saint-Exupéry fue restaurada y remasterizada para presentar su obra en sus colores originales y vibrantes. Ahora Harcourt está emitiendo ediciones uniformes a todo color en idiomas extranjeros. La obra de arte restaurada brilla como nunca antes. Estas ediciones asequibles y hermosas seguramente deleitarán a toda una nueva generación de lectores, estudiantes, niños y adultos para quienes la historia de Saint-Exupéry abrirá la puerta a una nueva comprensión de la vida.","Mariner Books",2001-09-04,,"grandes lectores, libros ilustrados",,,96,,,843.912,PZ73,99050439,45610461,,,,,,,,,,,,,2019-06-11,2
book,"Pablo y Pedro","Pearson Learning Staff (Created by)",Pearson,Staff,9780673769688,0673769682,,"Pearson School",1997-10-06,,"chispas lectoras",,,,,,,,,,,,,,,,,,,,,,2019-06-11,1
book,Socorro!,"Elsa Bornemann",Elsa,Bornemann,9789681905491,9681905490,"A wicked grandmother who hates her grandchildren, scary hands that appear in the middle of the night and grab you, a gigantic spider web, and children who disappear are some of the stories you'll find here.","Santillana USA Publishing Company, Incorporated",2001-04-01,,terror,"Una malvada abuela que odia a sus nietos; unas misteriosas manos que te agarran en la noche; una gigantesca tela de araña; niños que desaparecen; un cuadro que cobra vidad para denunciar un crimen.... Doce sobrecogedoras historias de miedo que ponen los pelos de punta y provocan el placer y el miedo que solo Elsa Bornemann sabe inspirar con su literatura.. ¡Cuidado, no las leas antes de irte a la cama! O no podrás dormir... ¡De verdad de la buena!",,192,,,468,PZ73.B64,,50589314,,,,,,,,,,,,,2019-06-11,1
book,"Por parte de Pa (Spanish Edition)","Campos Queirós Bartolomeu",Campos,Bartolomeu,9789681654627,9681654625,"Un acontecimiento inesperado conduce al protagonista de esta novela a la casa de sus abuelos.  Él recuerda así al padre de su padre: ""Mi abuelo escribía en las paredes todos los acontecimientos de la ciudad... Escribía sobre cosas simples, como la aguja perdida en la rendija de la duela..."".  El encuentro con este ser maravilloso le abre  las puertas del mundo de la escritura.","Fondo de Cultura Económica",1998-06-19,,"lectores medianos, libros ilustrados",,,55,,,863.4,PZ73,,42582478,,,,,,,,,,,,,2019-06-11,1
book,"La Protesta","Guy Jimenes",Guy,Jimenes,9789681660048,9681660048,"Un gobierno militar ha usurpado el poder. En la peque a ciudad de San Carlo la gente organiza una manifestaci n Para protestar contra la dictadura. el pap de Bruno asiste, pero no regresa a casa. Como tantos otros, ha desaparecido. la indignaci n de Bruno crece, alguien tiene que actuar.","Fondo de Cultura Economica USA",1999-01-01,,novela,,,56,,,843.914,PZ73.J573,,55756174,,,,,,,,,,,,,2019-06-11,1
book,"Harry Potter 3: Harry Potter y El Prisionero de Azkaban","J K Rowling",J,Rowling,9788478886555,8478886559,"Durante su tercer año en la Escuela de Brujería y Hechicería de Hogwarts, Harry Potter debe enfrentarse al mago tortuoso y peligroso responsable de la muerte de sus padres.","Lectorum Pubns (Juv)",2001-05-01,"Harry Potter","harry potter, harry potter 3, jóvenes lectores, novela juvenil, series",,,359,,,823.914,PZ7.R79835,99048322,732747269,,,,,,,,,,,,,2019-06-11,1
book,"TORITO, EL",,,,9789682959394,968295939X,,CONACULTA,1980-01-01,,"chispas lectoras",,,,,,028.5,PZ76.3,,33482580,,,,,,,,,,,,,2019-06-11,1
book,"El Patito Rojo","Pocas Letras",Pocas,Letras,9789682983078,968298307X,,"SEP/CONS. NAL. DE FOMENTO EDUCATIVO",1995-01-01,,"chispas lectoras, libros ilustrados",,,,,,028.5,,,,,,,,,,,,,,,,2019-06-11,1
book,"El conejo",,,,9789682959387,9682959381,,CONACULTA,1980-01-01,,"chispas lectoras",,,,,,028.5,,,33482142,,,,,,,,,,,,,2019-06-11,1
book,"ZAPATITO BLANCO",,,,9789682959363,9682959365,,CONACULTA,1980-01-01,,"fiction, pre",,,,,,028.5,,,33482599,,,,,,,,,,,,,2019-06-11,1
book,"Las tortillas son redondas / Tortillas Are Round","Roseanne Greenfield Thong",Roseanne,Thong,9780545709255,0545709253,"Bilingual English &amp; Spanish on the same page. 

Vivacious illustrations, informative rhyming text, and an educational glossary, this good-natured concept book reinforces the shapes found in every child&#039;s day!

Ages 3 - 6 &amp; older for the bilingual aspect.",Scholastic,,,"bilingüe, libros ilustrados, pequeños lectores",,,32,,,,PZ73.T49,,899248141,,,,,,,,,,,,,2019-06-11,1
book,"Saraí #1: Saraí y el significado de lo genial (Sarai and the Meaning of Awesome) (Spanish Edition)","Sarai Gonzalez, Monica Brown, Christine Almeda",Sarai,Gonzalez,9781338330557,1338330551,"Saraí es EXTRAORDINARIA. Esta chica de cuarto grado puede hornear, bailar y administrar su propio negocio. Pero cuando a sus abuelos los obligan a mudarse de casa, no sabe qué hacer. ¿Encontrará una manera de resolver el problema? Un libro inspirado en el famoso video de la activista social Saraí González. Escrito por Saraí González y Monica Brown.","Scholastic en Espanol",2018-09-11,,"grandes lectores",,,112,,,,PZ73.G65,,1050165032,,,,,,,,,,,,,2019-06-11,4
book,"39 CLUES # 10: El desafío final (Las 39 Pistas)","Margaret Peterson Haddix",Margaret,Haddix,9788408108764,840810876X,"Durante la búsqueda de las 39 pistas, Amy y Dan Cahill han descubierto los misterios más grandes de la historia y los secretos más mortales de sus familias. ¿Pero están listos para enfrentar la verdad sobre los Cahills y la clave de su poder sin igual? Después de una carrera de torbellinos que los llevó a través de los cinco continentes, Amy y Dan enfrentan el desafío más difícil hasta ahora, una tarea que Cahill no se atrevió a imaginar. Cuando se enfrentan a una elección que podría cambiar el futuro del mundo, ¿pueden tener éxito dos niños donde fallaron 500 años de antepasados ​​famosos?","Lectorum Pubns (Juv)",2013-05-15,,novela,,,304,,,813.54,PZ7.H1164,,829253061,,,,,,,,,,,,,2019-06-13,1
book,"Al Capone me lava la ropa (Spanish Edition)","Gennifer Choldenko",Gennifer,Choldenko,9781603961783,160396178X,"Es 1935 y Moose Flanagan, de doce años, y su familia se acaban de mudar a Alcatraz, la infame isla que alberga delincuentes como Roy Gardner, Machine Gun Kelly y, por supuesto, Al Capone. Los niños que viven en Alcatraz, porque sus padres trabajan en la prisión, son intimidados por la inteligente y amante del peligro Piper Williams. Ahora Moose tiene que tratar de encajar en su nueva escuela, evitar quedar atrapado en uno de los innumerables planes de Piper y vigilar a su hermana, Natalie, que no es como otros niños. Todo lo que Moose quiere hacer es proteger a Natalie, cumplir con las expectativas de sus padres y mantenerse alejado de los problemas. Pero en Alcatraz, los problemas nunca están lejos.",Alfaguara,2008-06-01,,novela,,,240,,,813.54,PZ73,,317766485,,,,,,,,,,,,,2019-06-13,2
book,"Los herederos del imperio y El amor del fondo","Daniel Serrano",Daniel,Serrano,9786075168913,6075168915,,"Centro Cultural Tijuana",2014-01-01,,"drama, teatro",,,,,,,,,905912401,,,,,,,,,,,,,2019-06-13,2
book,"Danny Tanimura","Julio Cesar Perez Cruz",Julio,Cruz,9786074556193,6074556199,,CECUT,2013-01-01,,,,,,,,,,,770412816,,,,,,,,,,,,,2019-06-13,1
book,"Prosa lavada (Spanish Edition)","Julio César Pérez Cruz",Julio,Cruz,9786074557190,6074557195,,Educal,2011-01-10,,,"MAIDANA QUIERE HACERSE DEL PODER que una vez fue de su padre. Sus métodos, sin embargo, son diferentes y por ello desatará una violencia que, aprendemos a poco a poco, era su destino. Así, Prosa lavada es una novela sobre la traición y sobre la crueldad asentada en la vida de una serie de personajes cuyo único destino es hacerse con el poder y con las recompensas efímeras que trae consigo. Con una escritura exacta modelada por diferentes voces, Julio César Pérez Cruz nos cuenta así una historia, donde la violencia ya no es simplemente un suceso sino un modo de vida, que amenaza con acabar con todos sus personajes. Este libro fue ganador del Premio Binacional de Novela Joven Frontera de Palabras/Border of Words 2011.",,127,,,,,,774622640,,,,,,,,,,,,,2019-06-13,1
book,"Prosa lavada","Julio César Pérez Cruz",Julio,Cruz,,,,,,,"fiction, secundaria, young adult","MAIDANA QUIERE HACERSE DEL PODER que una vez fue de su padre. Sus métodos, sin embargo, son diferentes y por ello desatará una violencia que, aprendemos a poco a poco, era su destino. Así, Prosa lavada es una novela sobre la traición y sobre la crueldad asentada en la vida de una serie de personajes cuyo único destino es hacerse con el poder y con las recompensas efímeras que trae consigo. Con una escritura exacta modelada por diferentes voces, Julio César Pérez Cruz nos cuenta así una historia, donde la violencia ya no es simplemente un suceso sino un modo de vida, que amenaza con acabar con todos sus personajes. Este libro fue ganador del Premio Binacional de Novela Joven Frontera de Palabras/Border of Words 2011.",,,,,,,,,,,,,,,,,,,,,2019-06-13,1
book,Tristania,Varios,Varios,Varios,9786077661856,6077661856,,"El Naranjo",2014-01-01,,"jóvenes lectores, novela juvenil","El Morby y el Sick son dos hermanos, fanáticos del cine de terror, que suelen pasar sus días embebidos por la música de Rob Zombie y los juegos de rol. Su vida transcurre entre eruditas discusiones sobre marcas de cereal y las marchas zombis hasta que, en un viejo cine, conocen a una extraña chica llamada Tristania. A partir de esa noche el destino les hará una mala, ¡pésima!, jugada. A veces lo peor que te puede suceder es que tus más fervientes deseos se hagan realidad.",,,,,,PR830.T3,,970575889,,,,,,,,,,,,,2019-06-13,1
book,Tristania,"Andrés Acosta",Andrés,Acosta,,,"El Morby y el Sick son dos hermanos, fanáticos del cine de terror, que suelen pasar sus días embebidos por la música de Rob Zombie y los juegos de rol. Su vida transcurre entre eruditas discusiones sobre marcas de cereal y las marchas zombis hasta que, en un viejo cine, conocen a una extraña chica llamada Tristania. A partir de esa noche el destino les hará una mala, ¡pésima!, jugada. A veces lo peor que te puede suceder es que tus más fervientes deseos se hagan realidad.",,2014-05-01,,"jóvenes lectores, novela juvenil",,,,,,,,,,,,,,,,,,,,,,2019-06-13,1
book,"El falso mapa","Guión de Germán Castro Ibarra",Guión,Ibarra,,,,,,,"novela gráfica",,,,,,,,,,,,,,,,,,,,,,2019-06-13,1
book,"Caperucita Roja (Clasicos Del Fondo) (Spanish Edition)","Adolfo Serra",Adolfo,Serra,9786071616531,6071616530,"Una bota desaparecida desencadena una conversacin de adivinanzas con mltiples desvos y vaivenes entre dos amigos, y una vez que comienza nos lleva por un recorrido lleno de personajes con cualidades curiosas y aventuras extraas. Cul Ins?, cul Too?, cul Jos?, cul Lul?","Fondo de Cultura Economica USA",2013-11-08,,"libros ilustrados, pequeños lectores",,,34,,,398.2,PZ74,,907026634,,,,,,,,,,,,,2019-06-13,1
